GA Parameters in 3 Dimensions, testing the quality of different settings of the crossover and mutation proportions.
3
Proportion of Crossovers
Proportion of Mutations
Attained Fitness
1
GA with parameters
0.0, 0.0, 0.6662564889589945
0.0, 1.0, 0.6565180123969913
0.0, 2.0, 0.6763392332444589
0.0, 3.0, 0.6619815834363302
0.0, 4.0, 0.6783530455827713
0.0, 5.0, 0.6585330024858316
0.0, 6.0, 0.6755596181750297
0.0, 7.0, 0.6606463222950697
0.0, 8.0, 0.6628071023523807
0.0, 9.0, 0.6675602776557207
0.0, 10.0, 0.6817436280101538
0.0, 11.0, 0.6700865417470535
0.0, 12.0, 0.6657062273472548
0.0, 13.0, 0.7167206946512064
0.0, 14.0, 0.6769336429735024
0.0, 15.0, 0.6667042138675848
0.0, 16.0, 0.682210978269577
0.0, 17.0, 0.6624815912544727
0.0, 18.0, 0.6765845310936371
0.0, 19.0, 0.645563815732797
0.0, 20.0, 0.676969460795323
0.0, 21.0, 0.6618324102461338
0.0, 22.0, 0.68991870328784
0.0, 23.0, 0.6810862695922454
0.0, 24.0, 0.6656914302210013
0.0, 25.0, 0.6729852420339982
0.0, 26.0, 0.7126193658759196
0.0, 27.0, 0.6787358242273331
0.0, 28.0, 0.6458408537507058
0.0, 29.0, 0.6927746105194093
0.0, 30.0, 0.6504317196210225
0.0, 31.0, 0.683288069491585
0.0, 32.0, 0.6838309388359388
0.0, 33.0, 0.7127814793090025
0.0, 34.0, 0.6648674719532331
0.0, 35.0, 0.6759618797774115
0.0, 36.0, 0.7004369693249464
0.0, 37.0, 0.6876017435640097
0.0, 38.0, 0.6912733758240938
0.0, 39.0, 0.6970474132647118
0.0, 40.0, 0.6706184110045433
0.0, 41.0, 0.7035509138305982
0.0, 42.0, 0.7031001387536525
0.0, 43.0, 0.6923224952071906
0.0, 44.0, 0.6894828433170915
0.0, 45.0, 0.6465207405636708
0.0, 46.0, 0.6753119534254074
0.0, 47.0, 0.6746013391017914
0.0, 48.0, 0.7129022219280401
0.0, 49.0, 0.6855905359238387
0.0, 50.0, 0.6813276131947835
0.0, 51.0, 0.7198657764246067
0.0, 52.0, 0.6969917954256136
0.0, 53.0, 0.6682148251185814
0.0, 54.0, 0.7021729046106339
0.0, 55.0, 0.6938585638751587
0.0, 56.0, 0.6835916160047054
0.0, 57.0, 0.6789178668459256
0.0, 58.0, 0.7036182380964359
0.0, 59.0, 0.6645082372426987
0.0, 60.0, 0.670356189335386
0.0, 61.0, 0.687745147148768
0.0, 62.0, 0.7120361015200615
0.0, 63.0, 0.7315323834121227
0.0, 64.0, 0.6800390489151079
0.0, 65.0, 0.6985826938350996
0.0, 66.0, 0.6705896986524263
0.0, 67.0, 0.7523103324323893
0.0, 68.0, 0.6985479232668877
0.0, 69.0, 0.6925482151657342
0.0, 70.0, 0.7112465810030698
0.0, 71.0, 0.6927367783337832
0.0, 72.0, 0.6893169279396534
0.0, 73.0, 0.701820209287107
0.0, 74.0, 0.7139345972985028
0.0, 75.0, 0.7011729812870423
0.0, 76.0, 0.6798581801603237
0.0, 77.0, 0.7217322459568581
0.0, 78.0, 0.6896944152812163
0.0, 79.0, 0.6993350914120674
0.0, 80.0, 0.7080260532597701
